@relation mixed

@attribute at1 {TRUE,FALSE}
@attribute at2 {FALSE,TRUE}
@attribute at3 numeric
@attribute at4 numeric
@attribute C {FALSE,TRUE}

@data
TRUE,TRUE,0.025869,0.069136,FALSE
TRUE,FALSE,0.692345,0.715295,TRUE
TRUE,FALSE,0.747508,0.691978,FALSE
FALSE,FALSE,0.884434,0.856795,TRUE
TRUE,FALSE,0.243364,0.233955,FALSE
TRUE,FALSE,0.586138,0.55475,TRUE
TRUE,TRUE,0.388121,0.574767,FALSE
TRUE,FALSE,0.661269,0.488378,TRUE
TRUE,TRUE,0.711865,0.722129,FALSE
FALSE,FALSE,0.100157,0.780767,TRUE
TRUE,FALSE,0.934412,0.369363,FALSE
FALSE,FALSE,0.784123,0.856197,TRUE
TRUE,TRUE,0.761953,0.919768,FALSE
TRUE,FALSE,0.943933,0.914428,TRUE
TRUE,TRUE,0.867787,0.80352,FALSE
FALSE,TRUE,0.998524,0.526526,TRUE
TRUE,FALSE,0.066368,0.06066,FALSE
TRUE,FALSE,0.402491,0.626908,TRUE
TRUE,TRUE,0.096084,0.873417,FALSE
TRUE,FALSE,0.226731,0.764742,TRUE
TRUE,TRUE,0.046138,0.175911,FALSE
FALSE,TRUE,0.655728,0.569663,TRUE
TRUE,FALSE,0.675264,0.336069,FALSE
FALSE,TRUE,0.118054,0.867695,TRUE
TRUE,TRUE,0.579353,0.018225,FALSE
FALSE,FALSE,0.056079,0.783163,TRUE
TRUE,TRUE,0.899611,0.46203,FALSE
FALSE,FALSE,0.449781,0.679754,TRUE
TRUE,FALSE,0.856936,0.474316,FALSE
TRUE,FALSE,0.258667,0.974358,TRUE
TRUE,FALSE,0.784504,0.21825,FALSE
TRUE,FALSE,0.954874,0.738596,TRUE
TRUE,FALSE,0.1137,0.100021,FALSE
FALSE,FALSE,0.145896,0.995804,TRUE
TRUE,FALSE,0.467553,0.026938,FALSE
TRUE,FALSE,0.022336,0.570557,TRUE
TRUE,FALSE,0.533517,0.192271,FALSE
FALSE,FALSE,0.734917,0.812092,TRUE
TRUE,TRUE,0.569846,0.057108,FALSE
FALSE,TRUE,0.550742,0.670214,TRUE
TRUE,FALSE,0.379034,0.248604,FALSE
FALSE,FALSE,0.50489,0.612178,TRUE
TRUE,FALSE,0.127786,0.066649,FALSE
TRUE,FALSE,0.62721,0.486541,TRUE
TRUE,TRUE,0.183054,0.925986,FALSE
FALSE,TRUE,0.484576,0.470831,TRUE
TRUE,TRUE,0.62206,0.35802,FALSE
TRUE,FALSE,0.75752,0.83812,TRUE
TRUE,TRUE,0.793282,0.833018,FALSE
FALSE,TRUE,0.854825,0.952061,TRUE
TRUE,TRUE,0.488783,0.022861,FALSE
TRUE,FALSE,0.905823,0.752598,TRUE
TRUE,TRUE,0.101216,0.630041,FALSE
FALSE,TRUE,0.629443,0.651915,TRUE
TRUE,FALSE,0.202531,0.506412,FALSE
TRUE,FALSE,0.184656,0.887173,TRUE
TRUE,FALSE,0.872504,0.442715,FALSE
TRUE,FALSE,0.901353,0.747273,TRUE
TRUE,TRUE,0.550261,0.618568,FALSE
TRUE,FALSE,0.618421,0.880483,TRUE
TRUE,TRUE,0.285423,0.872107,FALSE
TRUE,FALSE,0.475271,0.33219,TRUE
TRUE,TRUE,0.850706,0.212459,FALSE
TRUE,FALSE,0.213246,0.891866,TRUE
TRUE,TRUE,0.202709,0.785477,FALSE
FALSE,FALSE,0.487812,0.492277,TRUE
TRUE,TRUE,0.186507,0.169513,FALSE
FALSE,TRUE,0.140393,0.919141,TRUE
TRUE,TRUE,0.584235,0.567631,FALSE
FALSE,TRUE,0.811493,0.978231,TRUE
TRUE,TRUE,0.179006,0.850822,FALSE
TRUE,FALSE,0.220094,0.892238,TRUE
TRUE,FALSE,0.723029,0.380806,FALSE
TRUE,FALSE,0.970768,0.828964,TRUE
TRUE,TRUE,0.038774,0.602151,FALSE
TRUE,FALSE,0.19753,0.950216,TRUE
TRUE,TRUE,0.301166,0.318947,FALSE
FALSE,FALSE,0.088142,0.924298,TRUE
TRUE,FALSE,0.226847,0.090875,FALSE
FALSE,TRUE,0.658598,0.479122,TRUE
TRUE,FALSE,0.191981,0.224598,FALSE
FALSE,FALSE,0.327386,0.788924,TRUE
TRUE,FALSE,0.028479,0.184005,FALSE
FALSE,TRUE,0.706328,0.848324,TRUE
TRUE,TRUE,0.521773,0.705199,FALSE
FALSE,TRUE,0.889877,0.790886,TRUE
TRUE,TRUE,0.301167,0.333105,FALSE
FALSE,FALSE,0.726555,0.739038,TRUE
TRUE,TRUE,0.064583,0.959532,FALSE
TRUE,FALSE,0.657336,0.760034,TRUE
TRUE,FALSE,0.298386,0.192497,FALSE
TRUE,FALSE,0.182943,0.797803,TRUE
TRUE,TRUE,0.202686,0.410549,FALSE
TRUE,FALSE,0.245845,0.932204,TRUE
TRUE,TRUE,0.855715,0.713359,FALSE
FALSE,FALSE,0.863425,0.789504,TRUE
TRUE,FALSE,0.076473,0.577663,FALSE
FALSE,TRUE,0.04896,0.791414,TRUE
TRUE,TRUE,0.87354,0.827061,FALSE
FALSE,FALSE,0.411405,0.913205,TRUE
TRUE,TRUE,0.366063,0.611751,FALSE
FALSE,TRUE,0.471785,0.609143,TRUE
TRUE,TRUE,0.346634,0.422035,FALSE
FALSE,FALSE,0.020291,0.615205,TRUE
TRUE,FALSE,0.649354,0.089456,FALSE
FALSE,TRUE,0.287557,0.980353,TRUE
TRUE,FALSE,0.469358,0.066392,FALSE
FALSE,FALSE,0.958148,0.73005,TRUE
TRUE,FALSE,0.771024,0.672492,FALSE
TRUE,FALSE,0.841417,0.980141,TRUE
TRUE,TRUE,0.227537,0.804869,FALSE
TRUE,FALSE,0.797178,0.804347,TRUE
TRUE,FALSE,0.363427,0.227765,FALSE
FALSE,FALSE,0.984597,0.964598,TRUE
TRUE,FALSE,0.823943,0.342158,FALSE
FALSE,TRUE,0.615821,0.932908,TRUE
TRUE,TRUE,0.779863,0.355252,FALSE
FALSE,FALSE,0.772572,0.880108,TRUE
TRUE,FALSE,0.267228,0.388626,FALSE
FALSE,FALSE,0.130587,0.898497,TRUE
TRUE,TRUE,0.333249,0.722237,FALSE
FALSE,FALSE,0.7583,0.7563,TRUE
TRUE,TRUE,0.109265,0.937015,FALSE
FALSE,TRUE,0.261642,0.702636,TRUE
TRUE,TRUE,0.004705,0.820208,FALSE
FALSE,FALSE,0.145016,0.835491,TRUE
TRUE,TRUE,0.239502,0.882471,FALSE
FALSE,FALSE,0.299463,0.832275,TRUE
TRUE,TRUE,0.137781,0.943807,FALSE
FALSE,TRUE,0.939411,0.775484,TRUE
TRUE,TRUE,0.445226,0.653536,FALSE
FALSE,FALSE,0.242141,0.999253,TRUE
TRUE,TRUE,0.729173,0.683789,FALSE
TRUE,FALSE,0.824372,0.966736,TRUE
TRUE,FALSE,0.817684,0.619735,FALSE
FALSE,TRUE,0.718809,0.947425,TRUE
TRUE,TRUE,0.837141,0.97035,FALSE
TRUE,FALSE,0.112228,0.896767,TRUE
TRUE,TRUE,0.127702,0.609478,FALSE
FALSE,TRUE,0.984195,0.569173,TRUE
TRUE,FALSE,0.06308,0.407245,FALSE
TRUE,FALSE,0.237395,0.758964,TRUE
TRUE,FALSE,0.902131,0.166725,FALSE
TRUE,FALSE,0.839578,0.987732,TRUE
TRUE,FALSE,0.009813,0.139387,FALSE
TRUE,FALSE,0.902888,0.818586,TRUE
TRUE,TRUE,0.970414,0.572003,FALSE
FALSE,FALSE,0.42226,0.66217,TRUE
TRUE,TRUE,0.441272,0.208157,FALSE
FALSE,TRUE,0.527308,0.86794,TRUE
TRUE,FALSE,0.503919,0.046091,FALSE
FALSE,TRUE,0.458559,0.830145,TRUE
TRUE,FALSE,0.558188,0.029555,FALSE
FALSE,TRUE,0.940232,0.896845,TRUE
TRUE,FALSE,0.378992,0.266028,FALSE
FALSE,FALSE,0.569936,0.761853,TRUE
TRUE,FALSE,0.310251,0.421292,FALSE
TRUE,FALSE,0.546702,0.782335,TRUE
TRUE,FALSE,0.899155,0.44999,FALSE
FALSE,FALSE,0.311055,0.760103,TRUE
TRUE,TRUE,0.16861,0.975122,FALSE
FALSE,TRUE,0.471632,0.719652,TRUE
TRUE,TRUE,0.753621,0.292215,FALSE
FALSE,FALSE,0.154333,0.961452,TRUE
TRUE,TRUE,0.17239,0.866885,FALSE
TRUE,FALSE,0.822087,0.932859,TRUE
TRUE,TRUE,0.843082,0.269505,FALSE
FALSE,FALSE,0.430207,0.770723,TRUE
TRUE,TRUE,0.782503,0.981496,FALSE
FALSE,FALSE,0.791139,0.91005,TRUE
TRUE,TRUE,0.223893,0.268307,FALSE
TRUE,FALSE,0.750343,0.976893,TRUE
TRUE,TRUE,0.672942,0.14442,FALSE
TRUE,FALSE,0.692396,0.955588,TRUE
TRUE,TRUE,0.85634,0.903051,FALSE
FALSE,TRUE,0.020655,0.696691,TRUE
TRUE,TRUE,0.579615,0.897436,FALSE
FALSE,TRUE,0.691016,0.785346,TRUE
TRUE,FALSE,0.276829,0.118596,FALSE
FALSE,TRUE,0.08484,0.81274,TRUE
TRUE,TRUE,0.144008,0.92149,FALSE
FALSE,FALSE,0.967912,0.751154,TRUE
TRUE,TRUE,0.790448,0.283527,FALSE
TRUE,FALSE,0.459354,0.610732,TRUE
TRUE,TRUE,0.841534,0.6726,FALSE
FALSE,FALSE,0.811812,0.98633,TRUE
TRUE,TRUE,0.948367,0.13146,FALSE
TRUE,FALSE,0.996552,0.761797,TRUE
TRUE,FALSE,0.139801,0.634889,FALSE
TRUE,FALSE,0.239596,0.913161,TRUE
TRUE,FALSE,0.368636,0.135496,FALSE
FALSE,FALSE,0.850257,0.898043,TRUE
TRUE,FALSE,0.148857,0.516253,FALSE
FALSE,TRUE,0.378099,0.509285,TRUE
TRUE,TRUE,0.124347,0.910896,FALSE
FALSE,FALSE,0.053064,0.954897,TRUE
TRUE,TRUE,0.909169,0.846738,FALSE
FALSE,FALSE,0.953796,0.761721,TRUE
TRUE,TRUE,0.728315,0.501837,FALSE
FALSE,TRUE,0.923359,0.865138,TRUE
TRUE,TRUE,0.080768,0.884829,FALSE
TRUE,FALSE,0.824039,0.861911,TRUE
TRUE,TRUE,0.490294,0.710849,FALSE
TRUE,FALSE,0.422695,0.947615,TRUE
TRUE,FALSE,0.088036,0.028144,FALSE
FALSE,TRUE,0.850423,0.878793,TRUE
TRUE,TRUE,0.420728,0.676149,FALSE
FALSE,TRUE,0.908958,0.846491,TRUE
TRUE,FALSE,0.136251,0.279917,FALSE
FALSE,FALSE,0.111668,0.797086,TRUE
TRUE,TRUE,0.703471,0.629861,FALSE
FALSE,FALSE,0.748793,0.805495,TRUE
TRUE,TRUE,0.094653,0.38151,FALSE
FALSE,TRUE,0.742058,0.772996,TRUE
TRUE,TRUE,0.482397,0.070088,FALSE
FALSE,TRUE,0.380478,0.896816,TRUE
TRUE,TRUE,0.148315,0.097694,FALSE
FALSE,FALSE,0.977972,0.993287,TRUE
TRUE,TRUE,0.996512,0.015399,FALSE
TRUE,FALSE,0.522775,0.223379,TRUE
TRUE,TRUE,0.052935,0.868383,FALSE
TRUE,FALSE,0.080003,0.796732,TRUE
TRUE,TRUE,0.037839,0.977526,FALSE
FALSE,FALSE,0.716917,0.955726,TRUE
TRUE,TRUE,0.512816,0.199115,FALSE
FALSE,FALSE,0.220016,0.87686,TRUE
TRUE,TRUE,0.657036,0.610893,FALSE
TRUE,FALSE,0.841073,0.921255,TRUE
TRUE,TRUE,0.080692,0.833365,FALSE
TRUE,FALSE,0.710322,0.656162,TRUE
TRUE,TRUE,0.192372,0.851663,FALSE
FALSE,TRUE,0.167116,0.920831,TRUE
TRUE,TRUE,0.8869,0.947099,FALSE
FALSE,FALSE,0.518788,0.864256,TRUE
TRUE,TRUE,0.103086,0.759889,FALSE
FALSE,TRUE,0.796464,0.834545,TRUE
TRUE,FALSE,0.1008,0.128836,FALSE
FALSE,TRUE,0.675162,0.753219,TRUE
TRUE,TRUE,0.359239,0.334623,FALSE
FALSE,TRUE,0.555295,0.466929,TRUE
TRUE,FALSE,0.265459,0.150824,FALSE
FALSE,FALSE,0.769687,0.93728,TRUE
TRUE,TRUE,0.388617,0.381681,FALSE
TRUE,FALSE,0.049076,0.768106,TRUE
TRUE,FALSE,0.630938,0.213252,FALSE
FALSE,TRUE,0.276036,0.718123,TRUE
TRUE,FALSE,0.829812,0.272496,FALSE
FALSE,FALSE,0.618657,0.621694,TRUE
TRUE,TRUE,0.218022,0.64942,FALSE
TRUE,FALSE,0.053337,0.749384,TRUE
TRUE,TRUE,0.397733,0.774214,FALSE
TRUE,FALSE,0.263199,0.877265,TRUE
TRUE,TRUE,0.625313,0.140922,FALSE
TRUE,FALSE,0.452151,0.432829,TRUE
TRUE,TRUE,0.692882,0.439125,FALSE
FALSE,TRUE,0.068112,0.784665,TRUE
TRUE,FALSE,0.028129,0.249297,FALSE
FALSE,FALSE,0.662923,0.977818,TRUE
TRUE,FALSE,0.796383,0.284309,FALSE
TRUE,FALSE,0.454426,0.648833,TRUE
TRUE,TRUE,0.964347,0.753446,FALSE
FALSE,TRUE,0.741153,0.874237,TRUE
TRUE,TRUE,0.097558,0.390188,FALSE
FALSE,TRUE,0.693943,0.965275,TRUE
TRUE,TRUE,0.335033,0.170765,FALSE
TRUE,FALSE,0.50466,0.301564,TRUE
TRUE,FALSE,0.901841,0.684543,FALSE
TRUE,FALSE,0.701401,0.986263,TRUE
TRUE,FALSE,0.197435,0.762492,FALSE
FALSE,TRUE,0.802725,0.973011,TRUE
TRUE,FALSE,0.290623,0.011984,FALSE
TRUE,FALSE,0.277748,0.910481,TRUE
TRUE,FALSE,0.457168,0.095723,FALSE
TRUE,FALSE,0.957728,0.839177,TRUE
TRUE,TRUE,0.30392,0.791172,FALSE
FALSE,FALSE,0.577275,0.510836,TRUE
TRUE,FALSE,0.52279,0.03042,FALSE
FALSE,FALSE,0.590684,0.589371,TRUE
TRUE,FALSE,0.726233,0.28178,FALSE
FALSE,TRUE,0.214833,0.78443,TRUE
TRUE,TRUE,0.907962,0.414276,FALSE
TRUE,FALSE,0.440953,0.480635,TRUE
TRUE,TRUE,0.121032,0.813806,FALSE
FALSE,TRUE,0.386885,0.446881,TRUE
TRUE,TRUE,0.332211,0.955161,FALSE
FALSE,FALSE,0.893528,0.838352,TRUE
TRUE,TRUE,0.839716,0.857361,FALSE
TRUE,FALSE,0.661938,0.66105,TRUE
TRUE,TRUE,0.624064,0.575277,FALSE
TRUE,FALSE,0.612576,0.520295,TRUE
TRUE,FALSE,0.517415,0.161975,FALSE
TRUE,FALSE,0.297001,0.859586,TRUE
TRUE,TRUE,0.843631,0.995695,FALSE
FALSE,TRUE,0.010831,0.537505,TRUE
TRUE,TRUE,0.79747,0.94287,FALSE
TRUE,FALSE,0.019963,0.616398,TRUE
TRUE,TRUE,0.20963,0.843216,FALSE
FALSE,TRUE,0.94886,0.78307,TRUE
TRUE,TRUE,0.952084,0.66093,FALSE
FALSE,FALSE,0.182314,0.899881,TRUE
TRUE,TRUE,0.539182,0.028277,FALSE
FALSE,TRUE,0.97236,0.777997,TRUE
TRUE,FALSE,0.633539,0.298934,FALSE
FALSE,FALSE,0.097233,0.784563,TRUE
TRUE,FALSE,0.437546,0.195924,FALSE
FALSE,TRUE,0.565916,0.269342,TRUE
TRUE,TRUE,0.236754,0.115322,FALSE
FALSE,TRUE,0.781509,0.883013,TRUE
TRUE,TRUE,0.547878,0.371462,FALSE
TRUE,FALSE,0.574655,0.726869,TRUE
TRUE,FALSE,0.551918,0.087799,FALSE
FALSE,FALSE,0.012201,0.632193,TRUE
TRUE,TRUE,0.744325,0.072576,FALSE
TRUE,FALSE,0.429747,0.697804,TRUE
TRUE,FALSE,0.117794,0.286897,FALSE
FALSE,FALSE,0.696912,0.632966,TRUE
TRUE,TRUE,0.959669,0.040026,FALSE
FALSE,FALSE,0.465365,0.908985,TRUE
TRUE,FALSE,0.398233,0.149313,FALSE
FALSE,TRUE,0.687389,0.597415,TRUE
TRUE,FALSE,0.717125,0.122605,FALSE
TRUE,FALSE,0.187772,0.874321,TRUE
TRUE,TRUE,0.615836,0.121301,FALSE
TRUE,FALSE,0.90663,0.740506,TRUE
TRUE,TRUE,0.126264,0.212286,FALSE
FALSE,FALSE,0.336437,0.86319,TRUE
TRUE,FALSE,0.406673,0.066789,FALSE
FALSE,TRUE,0.446896,0.626844,TRUE
TRUE,TRUE,0.003859,0.305403,FALSE
FALSE,TRUE,0.839412,0.846227,TRUE
TRUE,TRUE,0.739535,0.85247,FALSE
FALSE,TRUE,0.278217,0.785269,TRUE
TRUE,FALSE,0.681644,0.347154,FALSE
FALSE,FALSE,0.478023,0.614702,TRUE
TRUE,TRUE,0.511355,0.038831,FALSE
TRUE,FALSE,0.46249,0.595775,TRUE
TRUE,TRUE,0.515733,0.100333,FALSE
FALSE,TRUE,0.157191,0.943973,TRUE
TRUE,FALSE,0.7411,0.685975,FALSE
FALSE,TRUE,0.219318,0.913602,TRUE
TRUE,TRUE,0.11872,0.79761,FALSE
FALSE,FALSE,0.133699,0.798317,TRUE
TRUE,FALSE,0.356045,0.429968,FALSE
TRUE,FALSE,0.627297,0.683549,TRUE
TRUE,TRUE,0.074164,0.075055,FALSE
FALSE,TRUE,0.68658,0.645219,TRUE
TRUE,FALSE,0.218671,0.012792,FALSE
TRUE,FALSE,0.106257,0.78424,TRUE
TRUE,FALSE,0.092457,0.323623,FALSE
FALSE,TRUE,0.605878,0.599603,TRUE
TRUE,FALSE,0.461773,0.128183,FALSE
FALSE,FALSE,0.23205,0.991489,TRUE
TRUE,TRUE,0.147046,0.982336,FALSE
FALSE,TRUE,0.367952,0.582828,TRUE
TRUE,TRUE,0.467391,0.0072,FALSE
TRUE,FALSE,0.568737,0.966592,TRUE
TRUE,TRUE,0.524541,0.18345,FALSE
TRUE,FALSE,0.770267,0.752285,TRUE
TRUE,TRUE,0.337676,0.143617,FALSE
TRUE,FALSE,0.742821,0.831096,TRUE
TRUE,FALSE,0.492331,0.005726,FALSE
FALSE,FALSE,0.581617,0.870489,TRUE
TRUE,TRUE,0.591769,0.90946,FALSE
FALSE,TRUE,0.034201,0.801832,TRUE
TRUE,FALSE,0.009083,0.355825,FALSE
FALSE,FALSE,0.156679,0.9911,TRUE
TRUE,FALSE,0.936745,0.265447,FALSE
FALSE,FALSE,0.935869,0.814386,TRUE
TRUE,FALSE,0.842081,0.084453,FALSE
FALSE,TRUE,0.578212,0.598951,TRUE
TRUE,TRUE,0.713368,0.517725,FALSE
TRUE,FALSE,0.887265,0.879615,TRUE
TRUE,FALSE,0.886757,0.095124,FALSE
TRUE,FALSE,0.516917,0.724391,TRUE
TRUE,FALSE,0.697308,0.5152,FALSE
TRUE,FALSE,0.985776,0.739865,TRUE
TRUE,TRUE,0.141278,0.71532,FALSE
FALSE,FALSE,0.300684,0.845571,TRUE
TRUE,TRUE,0.246853,0.935861,FALSE
TRUE,FALSE,0.046362,0.710991,TRUE
TRUE,FALSE,0.445173,0.15151,FALSE
TRUE,FALSE,0.276824,0.691395,TRUE
TRUE,FALSE,0.684432,0.265842,FALSE
FALSE,FALSE,0.661712,0.636874,TRUE
TRUE,TRUE,0.495628,0.979218,FALSE
FALSE,TRUE,0.742482,0.86637,TRUE
TRUE,FALSE,0.494322,0.15313,FALSE
TRUE,FALSE,0.904613,0.798813,TRUE
TRUE,TRUE,0.183544,0.642007,TRUE
TRUE,FALSE,0.423986,0.559648,FALSE
TRUE,TRUE,0.618879,0.342753,TRUE
TRUE,FALSE,0.32797,0.797384,FALSE
TRUE,TRUE,0.776507,0.769813,TRUE
TRUE,FALSE,0.733095,0.971111,FALSE
TRUE,TRUE,0.310795,0.654027,TRUE
FALSE,FALSE,0.336181,0.975456,FALSE
TRUE,TRUE,0.097541,0.004398,TRUE
FALSE,FALSE,0.667981,0.756988,FALSE
TRUE,FALSE,0.760247,0.67128,TRUE
FALSE,FALSE,0.605365,0.357055,FALSE
TRUE,TRUE,0.675555,0.07685,TRUE
FALSE,FALSE,0.067502,0.932878,FALSE
TRUE,TRUE,0.42107,0.632399,TRUE
TRUE,FALSE,0.811953,0.934905,FALSE
TRUE,TRUE,0.825138,0.110893,TRUE
TRUE,FALSE,0.547409,0.472895,FALSE
TRUE,TRUE,0.418128,0.09899,TRUE
FALSE,FALSE,0.783985,0.865581,FALSE
TRUE,TRUE,0.290171,0.935813,TRUE
FALSE,FALSE,0.260754,0.775115,FALSE
TRUE,FALSE,0.780342,0.256675,TRUE
TRUE,FALSE,0.596291,0.587681,FALSE
TRUE,TRUE,0.422463,0.98019,TRUE
TRUE,FALSE,0.229435,0.790592,FALSE
TRUE,FALSE,0.206121,0.049202,TRUE
FALSE,FALSE,0.211921,0.956909,FALSE
TRUE,TRUE,0.257632,0.843057,TRUE
TRUE,FALSE,0.08139,0.777659,FALSE
TRUE,TRUE,0.2387,0.10448,TRUE
FALSE,FALSE,0.267613,0.94538,FALSE
TRUE,TRUE,0.157694,0.806224,TRUE
FALSE,TRUE,0.987756,0.857649,FALSE
TRUE,FALSE,0.770274,0.691732,TRUE
TRUE,FALSE,0.584666,0.920259,FALSE
TRUE,TRUE,0.236703,0.874183,TRUE
FALSE,FALSE,0.969071,0.651031,FALSE
TRUE,FALSE,0.369021,0.33472,TRUE
FALSE,FALSE,0.991734,0.894938,FALSE
TRUE,TRUE,0.28084,0.699644,TRUE
TRUE,FALSE,0.593845,0.338619,FALSE
TRUE,FALSE,0.365997,0.36385,TRUE
TRUE,FALSE,0.782563,0.844005,FALSE
TRUE,TRUE,0.496655,0.945911,TRUE
FALSE,TRUE,0.379151,0.589981,FALSE
TRUE,TRUE,0.716895,0.700652,TRUE
FALSE,FALSE,0.002561,0.760907,FALSE
TRUE,TRUE,0.528322,0.14428,TRUE
FALSE,FALSE,0.047975,0.691757,FALSE
TRUE,TRUE,0.646252,0.371454,TRUE
FALSE,FALSE,0.078161,0.708239,FALSE
TRUE,FALSE,0.233082,0.301122,TRUE
FALSE,FALSE,0.156729,0.979929,FALSE
TRUE,TRUE,0.346891,0.625243,TRUE
TRUE,FALSE,0.994641,0.816616,FALSE
TRUE,TRUE,0.569655,0.119874,TRUE
FALSE,TRUE,0.874677,0.955059,FALSE
TRUE,TRUE,0.444017,0.299228,TRUE
FALSE,FALSE,0.179566,0.868985,FALSE
TRUE,TRUE,0.741155,0.765558,TRUE
FALSE,FALSE,0.093817,0.946893,FALSE
TRUE,TRUE,0.449401,0.800314,TRUE
TRUE,FALSE,0.133056,0.904171,FALSE
TRUE,TRUE,0.831441,0.400524,TRUE
FALSE,TRUE,0.401144,0.520855,FALSE
TRUE,TRUE,0.374759,0.50154,TRUE
FALSE,TRUE,0.368283,0.643929,FALSE
TRUE,FALSE,0.813124,0.357328,TRUE
TRUE,FALSE,0.024003,0.767577,FALSE
TRUE,TRUE,0.857518,0.325952,TRUE
TRUE,FALSE,0.880221,0.789926,FALSE
TRUE,TRUE,0.271173,0.720631,TRUE
FALSE,FALSE,0.110927,0.791428,FALSE
TRUE,TRUE,0.988336,0.818191,TRUE
FALSE,FALSE,0.080734,0.780936,FALSE
TRUE,FALSE,0.106407,0.27181,TRUE
FALSE,FALSE,0.036438,0.790935,FALSE
TRUE,TRUE,0.60101,0.093448,TRUE
FALSE,FALSE,0.26865,0.79312,FALSE
TRUE,TRUE,0.990819,0.877163,TRUE
FALSE,TRUE,0.7343,0.720449,FALSE
TRUE,FALSE,0.025455,0.434616,TRUE
FALSE,TRUE,0.642791,0.654115,FALSE
TRUE,FALSE,0.197494,0.24461,TRUE
FALSE,TRUE,0.576361,0.678461,FALSE
TRUE,FALSE,0.291283,0.474335,TRUE
FALSE,FALSE,0.914167,0.986858,FALSE
TRUE,FALSE,0.032825,0.44611,TRUE
TRUE,FALSE,0.63496,0.98151,FALSE
TRUE,TRUE,0.464123,0.757941,TRUE
FALSE,TRUE,0.344928,0.505309,FALSE
TRUE,TRUE,0.261238,0.241766,TRUE
FALSE,TRUE,0.517546,0.577745,FALSE
TRUE,TRUE,0.039967,0.560907,TRUE
TRUE,FALSE,0.689595,0.622317,FALSE
TRUE,TRUE,0.149195,0.068429,TRUE
FALSE,TRUE,0.456132,0.735186,FALSE
TRUE,TRUE,0.917605,0.324169,TRUE
FALSE,TRUE,0.062463,0.953171,FALSE
TRUE,TRUE,0.95598,0.888244,TRUE
FALSE,TRUE,0.602199,0.599368,FALSE
TRUE,TRUE,0.164194,0.322637,TRUE
FALSE,FALSE,0.607183,0.925202,FALSE
TRUE,TRUE,0.732137,0.998424,TRUE
FALSE,FALSE,0.593596,0.333208,FALSE
TRUE,FALSE,0.047082,0.209068,TRUE
FALSE,TRUE,0.790478,0.896629,FALSE
TRUE,TRUE,0.720222,0.224643,TRUE
FALSE,TRUE,0.905601,0.873802,FALSE
TRUE,TRUE,0.637403,0.260097,TRUE
TRUE,FALSE,0.34358,0.846036,FALSE
TRUE,TRUE,0.058147,0.457008,TRUE
FALSE,TRUE,0.917458,0.983694,FALSE
TRUE,TRUE,0.184439,0.120003,TRUE
TRUE,FALSE,0.958884,0.987558,FALSE
TRUE,TRUE,0.390814,0.094691,TRUE
TRUE,FALSE,0.727929,0.967996,FALSE
TRUE,TRUE,0.955564,0.14374,TRUE
FALSE,FALSE,0.05549,0.695058,FALSE
TRUE,TRUE,0.851641,0.194355,TRUE
FALSE,TRUE,0.260298,0.878324,FALSE
TRUE,TRUE,0.386712,0.457868,TRUE
FALSE,FALSE,0.057238,0.71783,FALSE
TRUE,TRUE,0.065073,0.625943,TRUE
FALSE,TRUE,0.874502,0.815963,FALSE
TRUE,FALSE,0.679958,0.033802,TRUE
TRUE,FALSE,0.37208,0.670727,FALSE
TRUE,TRUE,0.070548,0.792639,TRUE
FALSE,FALSE,0.574201,0.778052,FALSE
TRUE,TRUE,0.000017,0.80551,TRUE
TRUE,FALSE,0.529203,0.995219,FALSE
TRUE,TRUE,0.701674,0.451439,TRUE
TRUE,FALSE,0.2852,0.980993,FALSE
TRUE,FALSE,0.832432,0.667221,TRUE
TRUE,FALSE,0.957466,0.661647,FALSE
TRUE,TRUE,0.515908,0.198174,TRUE
TRUE,FALSE,0.056619,0.92461,FALSE
TRUE,TRUE,0.15445,0.708227,TRUE
TRUE,FALSE,0.625927,0.53355,FALSE
TRUE,TRUE,0.502358,0.502306,TRUE
FALSE,TRUE,0.276533,0.730612,FALSE
TRUE,FALSE,0.353272,0.38536,TRUE
TRUE,FALSE,0.815827,0.812897,FALSE
TRUE,TRUE,0.380859,0.778576,TRUE
FALSE,FALSE,0.276718,0.893699,FALSE
TRUE,TRUE,0.03216,0.281139,TRUE
FALSE,FALSE,0.32171,0.714814,FALSE
TRUE,TRUE,0.654777,0.976114,TRUE
FALSE,TRUE,0.850771,0.895085,FALSE
TRUE,TRUE,0.711591,0.323144,TRUE
FALSE,TRUE,0.373266,0.556659,FALSE
TRUE,FALSE,0.97614,0.011696,TRUE
FALSE,FALSE,0.17506,0.83784,FALSE
TRUE,TRUE,0.961376,0.315389,TRUE
TRUE,FALSE,0.66351,0.641986,FALSE
TRUE,TRUE,0.768513,0.692308,TRUE
FALSE,TRUE,0.643352,0.542746,FALSE
TRUE,FALSE,0.510273,0.164308,TRUE
TRUE,FALSE,0.342462,0.52986,FALSE
TRUE,FALSE,0.638647,0.078945,TRUE
FALSE,TRUE,0.053227,0.720994,FALSE
TRUE,FALSE,0.799962,0.104603,TRUE
FALSE,TRUE,0.713323,0.911206,FALSE
TRUE,TRUE,0.801352,0.856867,TRUE
FALSE,TRUE,0.64967,0.791973,FALSE
TRUE,TRUE,0.056894,0.94224,TRUE
FALSE,TRUE,0.551338,0.671113,FALSE
