@relation whatever-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute l1.c numeric
@attribute l1.d numeric
@attribute l1.e numeric
@attribute l1.f numeric
@attribute l1.g numeric
@attribute c {0,1}

@data
0.028432,0.431717,0.001932,0.618627,0.439035,0
0.027921,0.415948,0.001899,0.621114,0.446491,0
0.028011,0.385153,0.001894,0.613376,0.462719,0
0.027951,0.355846,0.001886,0.599005,0.453509,0
0.028432,0.390806,0.001915,0.581318,0.52193,0
0.027411,0.39765,0.001843,0.563908,0.582018,0
0.028011,0.421601,0.00188,0.557828,0.597807,0
0.028372,0.430229,0.001901,0.558657,0.567982,0
0.029182,0.428444,0.001971,0.611027,0.440351,0
0.028912,0.408509,0.001961,0.616554,0.462281,0
0.02681,0.373401,0.001811,0.605776,0.484211,0
0.02642,0.318358,0.001778,0.594583,0.513596,0
0.027891,0.260042,0.001882,0.624154,0.420175,0
0.028041,0.217941,0.001886,0.611441,0.429825,0
0.02621,0.171229,0.001757,0.587813,0.467982,0
0.02591,0.151294,0.001732,0.566533,0.483772,0
0.025039,0.138054,0.001678,0.545392,0.49693,0
0.024769,0.142517,0.001658,0.536134,0.515351,0
0.024979,0.163642,0.00167,0.530192,0.564035,0
0.025579,0.207676,0.001703,0.531436,0.621491,0
0.02651,0.286224,0.001764,0.538897,0.617544,0
0.028281,0.368492,0.001888,0.547326,0.603947,0
0.0269,0.3795,0.001795,0.566533,0.612281,0
0.028522,0.444362,0.001915,0.584496,0.583772,0
0.028071,0.466379,0.001876,0.568882,0.688596,0
0.028221,0.47828,0.001884,0.568053,0.654825,0
0.029152,0.523207,0.001961,0.577864,0.629386,0
0.030833,0.544332,0.002073,0.582424,0.640789,1
0.050618,0.53853,0.00339,0.58118,0.68114,1
0.050228,0.520678,0.003332,0.581042,0.647807,1
0.044704,0.514728,0.002987,0.578969,0.632895,1
0.043473,0.511455,0.002925,0.575929,0.638158,1
0.043953,0.501934,0.003035,0.573857,0.653509,1
0.040591,0.495537,0.002715,0.568053,0.668421,1
0.03888,0.494049,0.002601,0.564875,0.655702,1
0.030323,0.480214,0.002027,0.560039,0.696491,0
0.029362,0.474115,0.001959,0.555893,0.675,0
0.028912,0.464296,0.001926,0.55769,0.706579,0
0.0269,0.43975,0.001786,0.549399,0.735526,0
0.027711,0.442725,0.00184,0.552162,0.703947,0
0.027951,0.461172,0.001851,0.556722,0.742105,0
0.035277,0.474561,0.002329,0.56142,0.724561,1
0.029272,0.466082,0.001932,0.57054,0.711842,0
0.029122,0.467867,0.001917,0.574824,0.71886,0
0.028191,0.450164,0.001857,0.576344,0.734211,0
0.028011,0.439155,0.00184,0.565151,0.764035,0
0.027951,0.42889,0.001838,0.562111,0.759649,0
0.027981,0.426361,0.001845,0.569435,0.721053,0
0.027981,0.421154,0.001853,0.592234,0.658772,0
0.027111,0.404046,0.001807,0.601492,0.650877,0
0.027681,0.367301,0.001836,0.595551,0.679825,0
0.02645,0.333234,0.001749,0.585187,0.686404,0
0.027891,0.375037,0.00184,0.564737,0.776754,0
0.027201,0.383814,0.001789,0.547464,0.760088,0
0.028402,0.408063,0.001872,0.546912,0.737719,0
0.028041,0.421303,0.001845,0.551472,0.717982,0
0.034136,0.425022,0.002275,0.607434,0.542105,1
0.028522,0.407914,0.001909,0.616968,0.560526,0
0.027111,0.37355,0.001807,0.607296,0.596491,0
0.027921,0.314936,0.001851,0.601631,0.615351,0
0.032365,0.262124,0.002154,0.632168,0.530263,1
0.028522,0.212288,0.001897,0.621528,0.511404,0
0.027351,0.175841,0.001822,0.598591,0.55,0
0.02693,0.144154,0.001789,0.578278,0.551754,0
0.02579,0.133591,0.001716,0.563079,0.541228,0
0.025459,0.135674,0.001693,0.557137,0.565351,0
0.027381,0.166022,0.00182,0.55769,0.581579,0
0.032725,0.208569,0.002183,0.57358,0.521053,1
0.038399,0.285481,0.002584,0.604256,0.447368,1
0.041912,0.37355,0.002842,0.642808,0.385088,1
0.037048,0.392443,0.002534,0.705403,0.239035,1
0.048637,0.453139,0.003342,0.746856,0.234649,1
0.044764,0.474412,0.003066,0.723228,0.308333,1
0.043323,0.480661,0.002968,0.715213,0.308333,1
0.054161,0.526927,0.003708,0.718668,0.34693,1
0.054762,0.542398,0.00372,0.711897,0.346491,1
0.054191,0.536001,0.003685,0.709686,0.347807,1
0.05233,0.524546,0.00356,0.711621,0.290351,1
0.050168,0.519935,0.003421,0.715213,0.286404,1
0.050348,0.518744,0.003438,0.717701,0.28114,1
0.049958,0.515323,0.003415,0.713279,0.294298,1
0.047406,0.506843,0.003243,0.713832,0.284211,1
0.047856,0.507438,0.003276,0.721155,0.254825,1
0.049297,0.493157,0.00338,0.725853,0.207456,1
0.048967,0.48676,0.003357,0.730551,0.201316,1
0.048307,0.480065,0.003315,0.728755,0.182895,1
0.046385,0.473966,0.003178,0.726544,0.204386,1
0.047976,0.480065,0.00329,0.725024,0.214035,1
0.047016,0.487652,0.003216,0.725577,0.224123,1
0.047826,0.489586,0.003278,0.728202,0.202632,1
0.042843,0.481404,0.002939,0.723919,0.208772,1
0.043113,0.472925,0.002964,0.718253,0.197368,1
0.032545,0.445254,0.002235,0.691861,0.268421,0
0.029572,0.437519,0.002025,0.672516,0.341228,0
0.029032,0.422642,0.00198,0.651651,0.4,0
0.029122,0.428741,0.001988,0.647091,0.390351,0
0.029182,0.43737,0.001996,0.659666,0.314912,0
0.029122,0.41684,0.001996,0.666713,0.299123,0
0.028882,0.383963,0.001969,0.658007,0.346491,0
0.027861,0.342904,0.001888,0.642255,0.396053,0
0.028792,0.385451,0.001948,0.619732,0.478947,0
0.028312,0.404195,0.001905,0.599558,0.545175,0
0.028342,0.423237,0.001892,0.587536,0.624123,0
0.028342,0.428295,0.00189,0.587536,0.602193,0
0.03882,0.434097,0.002621,0.638662,0.425877,1
0.029783,0.407914,0.002017,0.644466,0.466228,0
0.028312,0.375632,0.001905,0.63203,0.49386,0
0.027801,0.320292,0.001861,0.619732,0.535526,0
0.033445,0.260339,0.002243,0.644604,0.395175,0
0.028221,0.212734,0.001892,0.628852,0.444298,0
0.027951,0.173014,0.001865,0.605776,0.530263,0
0.02657,0.146385,0.001764,0.58422,0.550877,0
0.02648,0.131657,0.001764,0.569297,0.536404,0
0.025549,0.133591,0.001699,0.561973,0.564912,0
0.027621,0.161708,0.001834,0.567362,0.551316,0
0.030353,0.203808,0.002023,0.579522,0.526754,0
0.035367,0.278935,0.002372,0.605638,0.464474,0
0.037889,0.370128,0.002557,0.651651,0.423684,0
0.031884,0.377864,0.002181,0.709825,0.264912,0
0.044104,0.437072,0.003037,0.747409,0.234211,1
0.036388,0.451949,0.002507,0.729446,0.282018,0
0.042662,0.461024,0.002939,0.728479,0.263596,1
0.050318,0.511901,0.003454,0.739671,0.279825,1
0.054161,0.530497,0.003693,0.745198,0.299561,1
0.05299,0.526927,0.003598,0.748791,0.283772,1
0.051459,0.518447,0.003506,0.757634,0.248246,1
0.055902,0.514728,0.003806,0.763852,0.214912,1
0.054221,0.514728,0.003698,0.765649,0.269298,1
0.054221,0.514877,0.003698,0.761365,0.253509,1
0.056023,0.513091,0.003818,0.772696,0.210965,1
0.056413,0.509372,0.003843,0.781539,0.191667,1
0.056713,0.50476,0.003866,0.781677,0.195175,1
0.056113,0.508926,0.00382,0.784856,0.177632,1
0.055542,0.503124,0.003787,0.78223,0.157895,1
0.054371,0.498512,0.003714,0.783336,0.154825,1
0.053381,0.499405,0.003652,0.778499,0.182456,1
0.054401,0.502529,0.003714,0.775459,0.215789,1
0.053381,0.495388,0.003641,0.766754,0.198246,1
0.050618,0.482594,0.003463,0.761503,0.195614,1
0.056083,0.483933,0.003828,0.759707,0.176754,1
0.046325,0.462362,0.003174,0.736078,0.17193,1
0.030443,0.447337,0.00209,0.704712,0.304825,0
0.029092,0.427551,0.00199,0.680531,0.360965,0
0.029182,0.447337,0.001992,0.673207,0.357895,0
0.029903,0.46266,0.00205,0.683018,0.313596,0
0.029302,0.445998,0.002007,0.686196,0.338158,0
0.028732,0.40003,0.001953,0.671411,0.392544,0
0.028041,0.362392,0.001899,0.653724,0.381579,0
0.028882,0.397352,0.001953,0.629543,0.466228,0
0.028762,0.413419,0.001936,0.612685,0.509649,0
0.028492,0.430378,0.001899,0.600387,0.650439,0
0.028402,0.435287,0.001772,0.59942,0.635088,0
0.035517,0.431568,0.002364,0.65248,0.47193,0
0.029963,0.413865,0.002019,0.649026,0.501754,0
0.029092,0.38069,0.001957,0.63355,0.471491,0
0.028822,0.325052,0.001934,0.621805,0.464474,0
0.031434,0.266587,0.002108,0.647782,0.451754,0
0.028281,0.219131,0.001899,0.634241,0.501316,0
0.028281,0.181642,0.001897,0.604809,0.47807,0
0.02609,0.156501,0.001737,0.549952,0.638596,0
0.027711,0.142666,0.00184,0.566948,0.595614,0
0.028191,0.146236,0.001867,0.566395,0.578509,0
0.031734,0.171526,0.002104,0.570678,0.55614,0
0.03918,0.212883,0.002611,0.585325,0.521053,0
0.03981,0.290539,0.002673,0.612961,0.463596,0
0.046806,0.380542,0.003216,0.648335,0.360088,1
0.050648,0.376079,0.003442,0.705541,0.258333,1
0.056983,0.432758,0.003847,0.745613,0.317105,1
0.050919,0.459982,0.00344,0.724333,0.317982,1
0.048337,0.478429,0.003272,0.723642,0.286404,1
0.055662,0.52172,0.003772,0.729722,0.361842,1
0.054311,0.552812,0.003656,0.734282,0.355263,1
0.052,0.551175,0.003486,0.73442,0.335965,1
0.05278,0.548795,0.003533,0.740362,0.317544,1
0.054281,0.550878,0.003633,0.741053,0.360965,1
0.057644,0.558465,0.003847,0.739257,0.367105,1
0.057193,0.553555,0.003833,0.73594,0.34386,1
0.056203,0.55668,0.003768,0.732348,0.371053,1
0.058154,0.559357,0.003889,0.733729,0.392544,1
0.057223,0.549688,0.003828,0.735111,0.362281,1
0.053291,0.546266,0.003571,0.736769,0.313596,1
0.05284,0.538828,0.003546,0.734559,0.322368,1
0.047346,0.529604,0.003182,0.72461,0.352632,1
0.048006,0.529604,0.003222,0.718392,0.368421,1
0.047616,0.524695,0.003193,0.719773,0.383333,1
0.049748,0.518149,0.003326,0.71245,0.390351,1
0.046986,0.495983,0.003137,0.709963,0.392544,1
0.045755,0.477239,0.003062,0.702501,0.373684,1
0.037889,0.440196,0.002549,0.682741,0.425877,0
0.030743,0.414609,0.002073,0.662015,0.45,0
0.030473,0.398096,0.002042,0.648059,0.494737,0
0.036117,0.417287,0.00242,0.647368,0.511842,0
0.041762,0.423386,0.002804,0.656073,0.462281,1
0.037709,0.398988,0.002536,0.660909,0.425877,0
0.038759,0.380988,0.002609,0.645295,0.389035,0
0.030263,0.339482,0.002032,0.625535,0.464912,0
0.038369,0.382327,0.002572,0.610888,0.533772,0
0.037919,0.401517,0.002526,0.595274,0.573684,0
0.043293,0.428444,0.002858,0.595136,0.637281,1
0.044524,0.429932,0.002923,0.593063,0.646053,1
0.051759,0.414758,0.003415,0.64488,0.5,1
0.050138,0.395716,0.00329,0.64267,0.510965,1
0.034136,0.36269,0.002266,0.628299,0.54693,0
0.027921,0.299762,0.001849,0.612685,0.590351,0
0.037949,0.238471,0.00252,0.642808,0.467982,0
0.040471,0.189527,0.002682,0.626917,0.507018,0
0.032034,0.153823,0.002117,0.598314,0.595175,0
0.030593,0.126004,0.002023,0.576897,0.577632,0
0.027291,0.105921,0.001801,0.55921,0.597368,0
0.02654,0.100268,0.001749,0.549537,0.634649,0
0.027621,0.10607,0.001818,0.547879,0.667982,0
0.028972,0.121392,0.001901,0.551748,0.638158,0
0.035067,0.145641,0.002304,0.56225,0.596491,0
0.032004,0.180155,0.002106,0.571922,0.560965,0
0.031974,0.220024,0.002117,0.593754,0.517105,0
0.036958,0.286671,0.002455,0.615172,0.526754,0
0.03915,0.337102,0.002603,0.615448,0.570614,0
0.043383,0.377864,0.002871,0.618627,0.579386,1
0.047946,0.414758,0.003172,0.630095,0.595614,1
0.048877,0.432907,0.003218,0.634655,0.582456,1
0.048457,0.427849,0.003199,0.632306,0.585526,1
0.045845,0.416394,0.003027,0.63355,0.551316,1
0.044764,0.409402,0.002956,0.630095,0.573246,1
0.045575,0.398245,0.003014,0.629819,0.57193,1
0.043203,0.388277,0.002856,0.621252,0.604386,1
0.036298,0.372062,0.002397,0.618212,0.613596,0
0.040501,0.360161,0.002482,0.612685,0.602193,0
0.038549,0.345879,0.002549,0.609092,0.574561,0
0.041281,0.34216,0.002725,0.605638,0.572807,1
0.032965,0.325647,0.002177,0.60246,0.569298,0
0.029182,0.319845,0.001926,0.595136,0.598246,0
0.028882,0.320292,0.001901,0.595551,0.638158,0
0.029092,0.324755,0.001915,0.596794,0.633333,0
0.030083,0.335466,0.001982,0.601631,0.615351,0
0.031224,0.324011,0.002063,0.602183,0.566667,0
0.036177,0.346177,0.002399,0.608263,0.562281,0
0.043023,0.354656,0.002854,0.607572,0.571053,1
0.03987,0.347813,0.00264,0.599281,0.594737,1
0.029572,0.339929,0.001951,0.589194,0.616228,0
0.032395,0.346325,0.002131,0.59334,0.691667,0
0.048337,0.343499,0.003178,0.607572,0.628509,1
0.044073,0.3313,0.002902,0.61835,0.596491,1
0.041401,0.301101,0.002734,0.611027,0.627193,1
0.036868,0.277745,0.002435,0.602598,0.643421,0
0.041642,0.299018,0.002746,0.586845,0.684211,1
0.034887,0.297977,0.002293,0.577864,0.683333,0
0.029122,0.30125,0.001911,0.577864,0.699123,0
0.027831,0.29515,0.001824,0.582009,0.670175,0
0.037198,0.285332,0.002453,0.61835,0.576316,1
0.028942,0.241446,0.001911,0.620146,0.592544,0
0.031464,0.211247,0.002073,0.607158,0.630263,0
0.028161,0.180601,0.001849,0.59638,0.635965,0
0.028191,0.141625,0.001859,0.619317,0.566667,0
0.027591,0.110979,0.00182,0.607987,0.573246,0
0.028792,0.082565,0.001901,0.588227,0.547368,0
0.025639,0.068283,0.001695,0.565842,0.567544,0
0.024799,0.058911,0.001637,0.542352,0.625,0
0.023358,0.055787,0.001539,0.532817,0.651754,0
0.022337,0.058316,0.001471,0.522178,0.681579,0
0.024529,0.063969,0.001614,0.520934,0.678509,0
0.023868,0.074383,0.00157,0.5114,0.710965,0
0.024769,0.095656,0.001624,0.512367,0.715789,0
0.025639,0.123475,0.00168,0.527014,0.724561,0
0.02633,0.167956,0.001722,0.540694,0.694298,0
0.02621,0.214371,0.001716,0.53945,0.736404,0
0.027951,0.263761,0.001687,0.543043,0.742544,0
0.028312,0.313746,0.001849,0.554788,0.760526,0
0.029182,0.341565,0.001905,0.559901,0.737281,0
0.029452,0.347664,0.001928,0.568468,0.686842,0
0.029182,0.343945,0.001911,0.567777,0.689912,0
0.029362,0.333829,0.001928,0.572613,0.670614,0
0.029362,0.330259,0.001926,0.574547,0.682018,0
0.029362,0.323416,0.001926,0.577864,0.675877,0
0.029152,0.299762,0.001911,0.575515,0.688158,0
0.028822,0.294109,0.001888,0.573027,0.715789,0
0.028702,0.278935,0.001878,0.571646,0.696491,0
0.029032,0.267331,0.001903,0.574133,0.662719,0
0.029873,0.25543,0.001961,0.572751,0.642544,0
0.027681,0.251711,0.00182,0.574962,0.622368,0
0.028281,0.25781,0.001859,0.572751,0.626754,0
0.028432,0.259149,0.001867,0.57966,0.624561,0
0.030954,0.274026,0.002034,0.588227,0.607456,1
0.029152,0.267034,0.001917,0.59334,0.587281,0
0.034526,0.297679,0.002268,0.600525,0.605702,1
0.035097,0.316572,0.002316,0.601907,0.607895,1
0.031374,0.327879,0.002073,0.594583,0.632895,1
0.029062,0.334573,0.001915,0.589333,0.65614,0
0.029152,0.348706,0.001919,0.592787,0.648246,0
0.043413,0.360012,0.002867,0.607849,0.597368,1
0.044043,0.353615,0.002908,0.619594,0.578947,1
0.041912,0.321928,0.002754,0.614481,0.623246,1
0.033415,0.286522,0.002187,0.600111,0.666667,1
0.035637,0.299316,0.002329,0.586845,0.720175,1
0.032575,0.298274,0.002125,0.569988,0.750439,1
0.035247,0.30363,0.002295,0.570126,0.750877,1
0.037649,0.286373,0.002445,0.572889,0.738596,1
0.041492,0.277596,0.002715,0.614757,0.601754,1
0.03957,0.246802,0.002597,0.618903,0.614474,1
0.031044,0.220768,0.002029,0.605223,0.660965,1
0.027891,0.196519,0.001822,0.595965,0.675439,0
0.036418,0.163642,0.002391,0.631063,0.557895,1
0.027741,0.141029,0.001826,0.616692,0.640789,0
0.02594,0.114252,0.001703,0.595274,0.63114,0
0.024979,0.102053,0.001643,0.572475,0.626754,0
0.024739,0.097441,0.001624,0.53337,0.659649,0
0.02585,0.109342,0.001695,0.555479,0.693421,0
0.028191,0.135971,0.001843,0.56294,0.685965,0
0.038069,0.184469,0.002489,0.574409,0.644298,1
0.037348,0.261083,0.002464,0.607572,0.538158,1
0.046055,0.345433,0.003041,0.641288,0.449561,1
0.046505,0.361202,0.003097,0.702225,0.322807,1
0.050108,0.426807,0.003344,0.742297,0.332456,1
0.047586,0.452841,0.003157,0.731519,0.386404,1
0.049297,0.470098,0.003265,0.730966,0.432456,1
0.059175,0.523059,0.003897,0.73442,0.501316,1
0.065059,0.541059,0.004248,0.736355,0.523684,1
0.060196,0.539274,0.003928,0.745889,0.531579,1
0.054672,0.531687,0.003575,0.752798,0.503509,1
0.054521,0.531836,0.003569,0.753074,0.496053,1
0.059055,0.536894,0.003872,0.7557,0.485965,1
0.058995,0.535555,0.003868,0.7481,0.491228,1
0.058274,0.534514,0.00382,0.751416,0.474561,1
0.061126,0.544927,0.003999,0.753351,0.495175,1
0.086105,0.537489,0.005619,0.756805,0.533333,1
0.089228,0.544332,0.005856,0.758325,0.483333,1
0.062477,0.538233,0.004113,0.759569,0.439912,1
0.059865,0.535257,0.003943,0.759845,0.420614,1
0.070704,0.540464,0.004647,0.759983,0.487281,1
0.076408,0.53972,0.005014,0.765511,0.473684,1
0.076468,0.529604,0.005017,0.766478,0.462719,1
0.058424,0.521125,0.003839,0.768827,0.420175,1
0.058334,0.526034,0.003826,0.7633,0.449561,1
0.050799,0.505504,0.00334,0.736908,0.467982,1
0.047436,0.464594,0.003147,0.713003,0.453947,1
0.043233,0.438411,0.002887,0.696974,0.455702,0
0.041792,0.434841,0.002802,0.691447,0.464474,0
0.042722,0.433502,0.002867,0.693519,0.40307,0
0.037589,0.409104,0.002522,0.682741,0.404825,0
0.029933,0.384558,0.002009,0.667265,0.413596,0
0.027861,0.344094,0.001863,0.654968,0.538158,0
0.029152,0.38069,0.00194,0.628714,0.572368,0
0.028011,0.392294,0.001849,0.608678,0.685526,0
0.028912,0.408361,0.001901,0.600111,0.704386,0
0.030083,0.415204,0.001975,0.602045,0.673684,0
0.041672,0.415948,0.002752,0.649164,0.532018,0
0.037979,0.396162,0.002509,0.64944,0.586842,0
0.029723,0.359714,0.001967,0.634103,0.622368,0
0.028732,0.303035,0.00189,0.620561,0.660965,0
0.029002,0.247248,0.001921,0.651513,0.565351,0
0.030293,0.210652,0.002,0.635484,0.630263,0
0.028312,0.158137,0.001863,0.607158,0.684211,0
0.027861,0.139393,0.001822,0.587813,0.738596,0
0.027891,0.126748,0.001824,0.574133,0.738596,0
0.027861,0.131062,0.001816,0.568329,0.767105,0
0.030653,0.155311,0.002,0.575238,0.711842,0
0.037168,0.192651,0.00243,0.587398,0.700877,0
0.040411,0.277298,0.002657,0.620008,0.575877,0
0.048847,0.367301,0.003197,0.658975,0.543421,1
0.049237,0.381137,0.003249,0.717286,0.381579,1
0.055572,0.444808,0.003683,0.758878,0.317982,1
0.050739,0.476346,0.003359,0.743678,0.32807,1
0.053351,0.497917,0.003527,0.743126,0.369298,1
0.088898,0.549836,0.005847,0.745336,0.510965,1
0.087036,0.57468,0.005681,0.740224,0.563158,1
0.103849,0.572449,0.006766,0.741053,0.585088,1
0.089738,0.56873,0.005847,0.743678,0.581579,1
0.071815,0.576019,0.004693,0.741744,0.559649,1
0.090429,0.583904,0.005889,0.743264,0.585088,1
0.082443,0.580184,0.00537,0.735111,0.575,1
0.090399,0.584052,0.005885,0.736078,0.594737,1
0.095773,0.591937,0.006219,0.738428,0.595175,1
0.096463,0.593573,0.006267,0.739809,0.569737,1
0.099436,0.600863,0.006454,0.742297,0.56886,1
0.098325,0.596549,0.006383,0.738151,0.580702,1
0.083493,0.598929,0.005424,0.732071,0.594737,1
0.096914,0.607111,0.006296,0.733177,0.613596,1
0.103759,0.605623,0.006714,0.73898,0.635965,1
0.107662,0.619161,0.00694,0.74202,0.648684,1
0.094242,0.605772,0.006101,0.742158,0.604825,1
0.073496,0.590003,0.004778,0.743678,0.569298,1
0.056053,0.554597,0.003648,0.720602,0.587719,0
0.05251,0.532282,0.003425,0.700843,0.595614,0
0.049598,0.517554,0.003243,0.685367,0.604386,0
0.050198,0.524844,0.003276,0.680392,0.647368,0
0.050829,0.528563,0.003317,0.684676,0.567982,0
0.050799,0.500893,0.003336,0.679287,0.510965,0
0.047706,0.460428,0.003145,0.670305,0.512719,0
0.043293,0.417138,0.002867,0.654553,0.517544,0
0.046385,0.441982,0.003062,0.635208,0.630702,0
0.0399,0.441535,0.002624,0.612961,0.633333,0
0.044944,0.448081,0.002946,0.601492,0.672368,0
0.043353,0.442725,0.002833,0.600249,0.657018,0
0.046535,0.435585,0.003047,0.652204,0.529386,0
0.045575,0.410443,0.003,0.65248,0.560088,0
0.036838,0.375483,0.002383,0.639768,0.56886,0
0.031194,0.306903,0.002044,0.621943,0.564912,0
0.033505,0.251413,0.002223,0.653171,0.514474,0
0.031584,0.20961,0.00209,0.637695,0.539035,0
0.028312,0.173014,0.001872,0.612408,0.604386,0
0.027891,0.155311,0.00183,0.592511,0.696053,0
0.027981,0.145492,0.001834,0.578002,0.685965,0
0.027951,0.147278,0.001826,0.573442,0.69693,0
0.038039,0.176436,0.002484,0.578831,0.688158,0
0.043863,0.215858,0.002852,0.591267,0.624561,0
0.042422,0.294555,0.002759,0.61987,0.608333,0
0.046896,0.380542,0.003068,0.658284,0.510088,0
0.045935,0.385153,0.003049,0.711483,0.40307,0
0.049418,0.449271,0.003274,0.746166,0.375439,0
0.048187,0.474561,0.003189,0.728202,0.445175,0
0.050378,0.49033,0.00333,0.726544,0.417982,0
0.064039,0.551026,0.004215,0.726406,0.540789,1
0.094812,0.569771,0.006059,0.726268,0.582456,1
0.062147,0.564564,0.00419,0.72005,0.559211,1
0.056773,0.562779,0.003658,0.718668,0.544737,0
0.055963,0.561589,0.003652,0.717148,0.53114,0
0.056713,0.562184,0.003708,0.711897,0.526316,0
0.055842,0.559655,0.003652,0.712035,0.519737,0
0.055422,0.558316,0.003627,0.704021,0.52807,0
0.057884,0.563076,0.003789,0.712174,0.505702,1
0.056653,0.563076,0.003704,0.707614,0.512281,1
0.055933,0.558167,0.003662,0.713279,0.495614,1
0.054551,0.542844,0.003583,0.713279,0.464912,1
0.051279,0.529307,0.00338,0.70789,0.461404,0
0.050378,0.528712,0.003326,0.705126,0.467982,0
0.054672,0.534216,0.003598,0.707752,0.469298,1
0.055482,0.535257,0.003637,0.710239,0.463596,1
0.05236,0.52053,0.003446,0.709134,0.454825,1
0.049508,0.508777,0.003272,0.704988,0.460965,1
0.046025,0.482148,0.003054,0.685643,0.491228,0
0.043533,0.462214,0.002885,0.666298,0.534649,0
0.033175,0.444511,0.002198,0.64792,0.584649,0
0.031314,0.447783,0.002086,0.641426,0.573246,0
0.034556,0.451354,0.002308,0.651789,0.533772,0
0.032755,0.435138,0.002192,0.663396,0.519298,0
0.030653,0.399732,0.00205,0.654691,0.517982,0
0.029092,0.354954,0.001936,0.643499,0.552193,0
0.035067,0.400625,0.002335,0.625397,0.595614,0
0.030203,0.412229,0.002,0.606743,0.666667,0
0.037108,0.431717,0.002445,0.594031,0.716228,0
0.038639,0.430675,0.002536,0.595965,0.692982,0
0.045184,0.426956,0.002973,0.644328,0.563596,1
0.044164,0.403749,0.002916,0.64944,0.570614,0
0.034736,0.365665,0.0023,0.637142,0.573684,0
0.030083,0.314341,0.001988,0.625535,0.572807,0
0.033385,0.256769,0.002219,0.658146,0.479386,0
0.033055,0.218536,0.002196,0.644742,0.542544,0
0.030233,0.179857,0.002002,0.616001,0.527193,0
0.028071,0.138947,0.001861,0.594445,0.58114,0
0.027951,0.113062,0.001853,0.574133,0.571053,0
0.028041,0.125855,0.001857,0.57206,0.588596,0
0.035967,0.17108,0.00237,0.580213,0.621491,0
0.03918,0.214519,0.002582,0.591682,0.600877,0
0.03999,0.291431,0.00264,0.620285,0.558772,0
0.046535,0.368789,0.00306,0.658975,0.502632,1
0.046595,0.385451,0.003087,0.718944,0.35614,1
0.051369,0.443023,0.003346,0.752245,0.334211,1
0.048787,0.470544,0.00322,0.732486,0.384649,1
0.048997,0.489735,0.003234,0.721846,0.417982,1
0.054551,0.543291,0.003569,0.725162,0.459649,1
0.060106,0.563969,0.003911,0.726682,0.483772,1
0.057013,0.560101,0.003708,0.72765,0.522807,1
0.057314,0.554299,0.003722,0.728617,0.498246,1
0.057013,0.556084,0.00371,0.731933,0.487281,1
0.057524,0.549241,0.003749,0.733591,0.464474,1
0.057824,0.558465,0.003764,0.731933,0.483772,1
0.057133,0.563374,0.003725,0.730828,0.483333,1
0.056863,0.555192,0.003718,0.738842,0.441228,1
0.060076,0.56263,0.003922,0.741882,0.475439,1
0.057824,0.576168,0.003774,0.741744,0.447368,1
0.057944,0.576912,0.003781,0.740777,0.471491,1
0.058815,0.580184,0.003839,0.738013,0.500439,1
0.057073,0.584499,0.003747,0.735249,0.438596,1
0.059835,0.58673,0.003922,0.738151,0.459211,1
0.06539,0.587771,0.004285,0.740777,0.45614,1
0.056683,0.570217,0.003716,0.73442,0.397368,1
0.057133,0.559209,0.003747,0.73138,0.409211,1
0.049267,0.530646,0.003257,0.71245,0.410526,1
0.046505,0.508777,0.003095,0.689927,0.438158,1
0.045334,0.487801,0.003033,0.675971,0.440789,1
0.046535,0.496281,0.003103,0.674589,0.410526,1
0.047946,0.504909,0.003191,0.681912,0.392544,1
0.047676,0.487057,0.003166,0.684123,0.36886,1
0.045004,0.443916,0.002997,0.670582,0.414912,0
0.040291,0.399137,0.002696,0.653586,0.455263,0
0.045635,0.431122,0.003041,0.63355,0.565789,0
0.044704,0.439899,0.002958,0.615587,0.564912,0
0.046325,0.450759,0.003049,0.608125,0.605702,0
0.045485,0.44823,0.002981,0.607434,0.627632,0
0.048157,0.439899,0.003174,0.658284,0.499123,1
0.046986,0.410443,0.003103,0.660909,0.486404,0
0.041492,0.363285,0.00275,0.645019,0.478509,0
0.030323,0.300208,0.002015,0.633412,0.532895,0
0.028642,0.245611,0.001903,0.660633,0.487281,0
0.028071,0.200238,0.001863,0.6464,0.517982,0
0.027921,0.163939,0.001853,0.613238,0.571491,0
0.027951,0.144154,0.001855,0.595965,0.546491,0
0.027381,0.136864,0.001816,0.584082,0.584211,0
0.027981,0.139393,0.001857,0.579384,0.562281,0
0.033505,0.170039,0.002216,0.583529,0.615789,0
0.040531,0.211693,0.002676,0.588504,0.550439,0
0.041792,0.294109,0.002592,0.627746,0.522368,0
0.046475,0.375037,0.003047,0.666575,0.442544,0
0.046896,0.396906,0.003093,0.720326,0.357895,0
0.054702,0.462809,0.003602,0.760122,0.326754,1
0.054612,0.492264,0.003594,0.744231,0.342544,1
0.055422,0.504612,0.003644,0.749896,0.357018,1
0.092861,0.559655,0.006124,0.754456,0.444737,1
0.084634,0.573639,0.005552,0.755147,0.440789,1
0.059385,0.568283,0.003907,0.758878,0.413596,1
0.058364,0.563672,0.003824,0.754456,0.450439,1
0.064129,0.567837,0.00419,0.755285,0.461404,1
0.061156,0.579589,0.003992,0.753351,0.449123,1
0.059325,0.586879,0.003866,0.741329,0.460965,1
0.070914,0.584945,0.004636,0.737737,0.492544,1
